CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
18907	19012	0.000	18907	0.8723	18907.0	259	 
18907	19020	0.014	18907	0.8723	18907.0	259	 
19280	19692	-0.000	19280	0.8417	19280.0	260	 
19346	19395	-0.000	19346	0.8767	19346.0	260	 
44	19280	0.000	44	0.8072	44.0	260	 
19280	19620	-0.000	19280	0.8047	19280.0	260	 
19446	19534	0.000	19446	0.7832	19446.0	260	 
44	19692	0.000	44	0.8398	44.0	260	 
19395	19620	0.000	19395	0.8446	19395.0	260	 
44	19620	0.000	44	0.8019	44.0	260	 
19226	19692	-0.000	19226	0.8566	19226.0	260	 
44	92	0.000	44	0.8311	44.0	260	 
19280	19446	-0.000	19280	0.8119	19280.0	260	 
19226	19446	-0.000	19226	0.7974	19226.0	260	 
92	19534	0.000	92	0.7963	92.0	260	 
19280	19395	-0.000	19280	0.8414	19280.0	260	 
19226	19534	-0.000	19226	0.7958	19226.0	260	 
44	19226	0.000	44	0.7919	44.0	260	 
19346	19692	-0.000	19346	0.8893	19346.0	260	 
19395	19534	0.000	19395	0.8368	19395.0	260	 
44	19534	0.000	44	0.785	44.0	260	 
44	19446	0.000	44	0.7873	44.0	260	 
19395	19692	0.000	19395	0.8869	19395.0	260	 
19226	19395	-0.000	19226	0.8458	19226.0	260	 
19346	19620	-0.000	19346	0.8334	19346.0	260	 
92	19395	0.000	92	0.8496	92.0	260	 
19226	19280	0.000	19226	0.8248	19226.0	260	 
19620	19692	0.000	19620	0.8529	19620.0	260	 
92	19692	0.000	92	0.8406	92.0	260	 
11297	11395	-0.000	11297	0.8057	11297.0	261	 
7280	7688	-0.000	7280	0.9412	7280.0	262	 
19214	19361	0.000	19214	0.9334	19214.0	263	 
19361	19690	-0.000	19361	0.9265	19361.0	263	 
19214	19314	0.000	19214	0.9011	19214.0	263	 
19314	19625	-0.000	19314	0.9357	19314.0	263	 
19107	19314	0.000	19107	0.9146	19107.0	263	 
19107	19214	0.000	19107	0.9166	19107.0	263	 
19107	19361	0.000	19107	0.9352	19107.0	263	 
19214	19690	0.000	19214	0.8974	19214.0	263	 
19053	19214	-0.000	19053	0.9099	19053.0	263	 
19361	19625	-0.000	19361	0.9542	19361.0	263	 
19214	19625	0.000	19214	0.9259	19214.0	263	 
19314	19361	0.000	19314	0.9299	19314.0	263	 
19107	19625	0.000	19107	0.9393	19107.0	263	 
18966	19253	0.000	18966	0.7322	18966.0	264	 
19176	19253	0.000	19176	0.8681	19176.0	264	 
19197	19253	0.000	19197	0.706	19197.0	264	 
4459	4665	0.000	4459	0.8969	4459.0	265	 
15329	17988	0.000	15329	0.7113	15329.0	267	 
9705	9969	0.000	9705	0.7079	9705.0	268	 
9396	9969	0.000	9396	0.7179	9396.0	268	 
9396	9705	0.000	9396	0.9301	9396.0	268	 
9206	10086	80.047	9206	0.7823	9206.0	269	C5H6N
9383	11286	59.837	9383	0.8661	9383.0	269	 
11286	11574	-0.000	11286	0.9338	11286.0	269	 
9358	9383	1.997	9358	0.9327	9358.0	269	isotope_34S:isotope_37Cl:isotope_81Br
9383	11397	59.836	9383	0.8822	9383.0	269	 
10086	11286	-13.956	10086	0.7031	10086.0	269	 
11286	11397	-0.000	11286	0.9509	11286.0	269	 
11397	11574	0.000	11397	0.9575	11397.0	269	 
9383	11574	59.836	9383	0.8761	9383.0	269	 
6549	7562	-28.031	6549	0.7556	6549.0	270	C2H4
7562	7731	-0.000	7562	0.8392	7562.0	270	 
5027	5175	0.000	5027	0.8436	5027.0	272	 
19329	19750	0.000	19329	0.9994	19329.0	273	 
19539	19750	0.000	19539	0.9998	19539.0	273	 
41	19295	-0.000	41	0.9783	41.0	273	 
98	19750	-0.000	98	0.9996	98.0	273	 
41	19379	-0.000	41	0.9806	41.0	273	 
41	19329	-0.000	41	0.9993	41.0	273	 
98	19571	-0.000	98	0.9995	98.0	273	 
41	19665	-0.000	41	0.9992	41.0	273	 
19539	19665	0.000	19539	0.9997	19539.0	273	 
19295	19750	0.000	19295	0.978	19295.0	273	 
19379	19571	0.000	19379	0.9802	19379.0	273	 
19571	19665	0.000	19571	0.9996	19571.0	273	 
19571	19750	0.000	19571	0.9996	19571.0	273	 
19329	19539	0.000	19329	0.9995	19329.0	273	 
19665	19750	0.000	19665	0.9995	19665.0	273	 
19329	19379	0.000	19329	0.9796	19329.0	273	 
19329	19571	0.000	19329	0.9995	19329.0	273	 
19329	19665	0.000	19329	0.9994	19329.0	273	 
19379	19539	0.000	19379	0.9802	19379.0	273	 
19295	19665	0.000	19295	0.9766	19295.0	273	 
19379	19750	0.000	19379	0.9803	19379.0	273	 
98	19539	-0.000	98	0.9997	98.0	273	 
41	19571	-0.000	41	0.9994	41.0	273	 
19295	19329	0.000	19295	0.978	19295.0	273	 
98	19665	-0.000	98	0.9995	98.0	273	 
19295	19571	0.000	19295	0.9782	19295.0	273	 
98	19295	-0.000	98	0.9781	98.0	273	 
19539	19571	0.000	19539	0.9997	19539.0	273	 
98	19329	-0.000	98	0.9991	98.0	273	 
19379	19665	0.000	19379	0.9787	19379.0	273	 
41	98	0.000	41	0.9996	41.0	273	 
19295	19379	0.000	19295	0.9782	19295.0	273	 
41	19539	-0.000	41	0.9996	41.0	273	 
98	19379	-0.000	98	0.9801	98.0	273	 
41	19750	-0.000	41	0.9996	41.0	273	 
19295	19539	0.000	19295	0.9783	19295.0	273	 
833	18979	0.000	833	0.7893	833.0	274	 
833	1732	-0.000	833	0.8596	833.0	274	 
833	1072	-129.043	833	0.8553	833.0	274	C5H7_isoprene addition (-H):C5H7NO3
2118	18881	0.001	2118	0.7399	2118.0	274	 
1732	18881	0.001	1732	0.75	1732.0	274	 
1732	18979	0.000	1732	0.7465	1732.0	274	 
2118	18979	0.000	2118	0.7624	2118.0	274	 
1072	1732	129.042	1072	0.7464	1072.0	274	C5H7_isoprene addition (-H):C5H7NO3
833	18881	0.000	833	0.7848	833.0	274	 
1732	2118	-0.000	1732	0.8181	1732.0	274	 
833	2118	-0.000	833	0.8131	833.0	274	 
14681	14702	-17.026	14681	0.882	14681.0	276	adduct_rel_H_NH4 or NH3
3289	3676	0.000	3289	0.9922	3289.0	277	 
1673	2153	0.000	1673	0.9717	1673.0	277	 
1673	3676	15.995	1673	0.877	1673.0	277	O
1673	3289	15.995	1673	0.8792	1673.0	277	O
2153	3289	15.995	2153	0.8682	2153.0	277	O
2153	3676	15.995	2153	0.8664	2153.0	277	O
2412	4946	-443.324	2412	0.7021	2412.0	280	 
1880	4946	-443.324	1880	0.7006	1880.0	280	 
1880	2412	-0.000	1880	0.9475	1880.0	280	 
1864	1880	-28.031	1864	0.732	1864.0	280	C2H4
6313	6694	-27.995	6313	0.7579	6313.0	282	CO
6196	6261	18.011	6196	0.8064	6196.0	282	H2O
6221	6694	-27.995	6221	0.769	6221.0	282	CO
6196	6694	-14.015	6196	0.8686	6196.0	282	methanol (-H2O):CH2
7650	7690	18.011	7650	0.9118	7650.0	282	H2O
6255	6694	-14.016	6255	0.8627	6255.0	282	methanol (-H2O):CH2
6610	6695	0.000	6610	0.9987	6610.0	282	 
7369	14731	-18.010	7369	0.818	7369.0	282	H2O
6255	6612	-14.016	6255	0.8271	6255.0	282	methanol (-H2O):CH2
6221	6695	-9.984	6221	0.7952	6221.0	282	 
7369	9067	-28.031	7369	0.7129	7369.0	282	C2H4
6261	7369	-28.031	6261	0.711	6261.0	282	C2H4
6612	7650	-14.016	6612	0.7903	6612.0	282	methanol (-H2O):CH2
6255	7650	-28.031	6255	0.7436	6255.0	282	C2H4
7690	9187	-28.031	7690	0.7114	7690.0	282	C2H4
6221	6610	-9.984	6221	0.7952	6221.0	282	 
6610	7658	-0.984	6610	0.7019	6610.0	282	NH3<->OH
5567	6192	-14.016	5567	0.7861	5567.0	282	methanol (-H2O):CH2
6313	6610	-9.984	6313	0.7428	6313.0	282	 
6610	7369	-14.016	6610	0.8131	6610.0	282	methanol (-H2O):CH2
6196	6612	-14.015	6196	0.8263	6196.0	282	methanol (-H2O):CH2
6261	6610	-14.016	6261	0.7969	6261.0	282	methanol (-H2O):CH2
7690	9067	-28.031	7690	0.7362	7690.0	282	C2H4
6261	7690	-28.031	6261	0.7037	6261.0	282	C2H4
6612	6695	18.011	6612	0.9776	6612.0	282	H2O
6196	6255	0.000	6196	0.8852	6196.0	282	 
6313	6612	-27.995	6313	0.7208	6313.0	282	CO
6610	7690	-14.016	6610	0.7906	6610.0	282	methanol (-H2O):CH2
6192	6695	-14.016	6192	0.7652	6192.0	282	methanol (-H2O):CH2
6192	6261	0.000	6192	0.9297	6192.0	282	 
6192	6196	-18.011	6192	0.752	6192.0	282	H2O
6612	6694	0.000	6612	0.9722	6612.0	282	 
6255	6261	18.011	6255	0.8472	6255.0	282	H2O
6694	6695	18.011	6694	0.9527	6694.0	282	H2O
6192	6255	-18.011	6192	0.8181	6192.0	282	H2O
7690	14731	-18.010	7690	0.8149	7690.0	282	H2O
9067	9187	0.000	9067	0.837	9067.0	282	 
6192	6610	-14.016	6192	0.765	6192.0	282	methanol (-H2O):CH2
5567	6261	-14.016	5567	0.7363	5567.0	282	methanol (-H2O):CH2
7369	7690	0.000	7369	0.9787	7369.0	282	 
6695	7690	-14.016	6695	0.7957	6695.0	282	methanol (-H2O):CH2
6196	7650	-28.031	6196	0.7977	6196.0	282	C2H4
6221	6612	-27.995	6221	0.7545	6221.0	282	CO
6610	6612	-18.011	6610	0.972	6610.0	282	H2O
6313	6695	-9.984	6313	0.7407	6313.0	282	 
6221	6313	0.000	6221	0.8942	6221.0	282	 
6694	7650	-14.016	6694	0.8264	6694.0	282	methanol (-H2O):CH2
6695	7369	-14.016	6695	0.8163	6695.0	282	methanol (-H2O):CH2
6261	6695	-14.016	6261	0.7976	6261.0	282	methanol (-H2O):CH2
7369	7650	-18.011	7369	0.9157	7369.0	282	H2O
6610	6694	-18.011	6610	0.9459	6610.0	282	H2O
10877	12107	15.995	10877	0.8608	10877.0	284	O
8075	11944	-2.015	8075	0.8369	8075.0	284	H2
11354	11501	0.000	11354	0.9383	11354.0	284	 
11094	11944	15.995	11094	0.864	11094.0	284	O
7712	11686	-24.073	7712	0.8264	7712.0	284	 
10883	11064	-2.016	10883	0.8243	10883.0	284	H2
10877	11094	0.000	10877	0.9675	10877.0	284	 
10825	11501	0.000	10825	0.969	10825.0	284	 
11064	11686	0.000	11064	0.9549	11064.0	284	 
7201	11944	0.000	7201	0.8456	7201.0	284	 
10877	11944	15.995	10877	0.8573	10877.0	284	O
11686	12850	-28.031	11686	0.8438	11686.0	284	C2H4
7201	12107	0.000	7201	0.8467	7201.0	284	 
11094	12107	15.995	11094	0.8681	11094.0	284	O
7711	11944	0.000	7711	0.8526	7711.0	284	 
11501	12107	42.047	11501	0.8307	11501.0	284	C3H6
11064	11354	0.000	11064	0.9562	11064.0	284	 
10825	11944	42.047	10825	0.8299	10825.0	284	C3H6
11064	11501	0.000	11064	0.9522	11064.0	284	 
7712	10825	-24.073	7712	0.8255	7712.0	284	 
11501	11686	0.000	11501	0.9941	11501.0	284	 
10825	12107	42.047	10825	0.8442	10825.0	284	C3H6
11944	12107	0.000	11944	0.9896	11944.0	284	 
10883	11686	-2.015	10883	0.8309	10883.0	284	H2
11354	11686	0.000	11354	0.9413	11354.0	284	 
7712	11501	-24.073	7712	0.8318	7712.0	284	 
10674	10883	0.000	10674	0.9434	10674.0	284	 
10883	11501	-2.015	10883	0.8271	10883.0	284	H2
7711	12107	0.000	7711	0.854	7711.0	284	 
10825	11354	0.000	10825	0.9787	10825.0	284	 
11686	12107	42.047	11686	0.8344	11686.0	284	C3H6
10825	11064	0.000	10825	0.9669	10825.0	284	 
10825	11686	0.000	10825	0.9721	10825.0	284	 
6522	11094	0.000	6522	0.8481	6522.0	284	 
7201	7711	0.000	7201	0.9981	7201.0	284	 
8075	12107	-2.015	8075	0.835	8075.0	284	H2
5549	5564	-0.000	5549	0.732	5549.0	285	 
11508	11696	0.000	11508	0.8761	11508.0	286	 
11508	11908	0.000	11508	0.8259	11508.0	286	 
11374	11508	0.000	11374	0.7238	11374.0	286	 
11696	11908	0.000	11696	0.8071	11696.0	286	 
11374	11696	0.000	11374	0.7074	11374.0	286	 
4549	18841	0.000	4549	0.8578	4549.0	288	 
5894	18841	-0.054	5894	0.8215	5894.0	288	 
2758	4549	0.036	2758	0.7023	2758.0	288	 
2758	18841	0.036	2758	0.7395	2758.0	288	 
2522	2758	0.000	2522	0.8991	2522.0	288	 
4549	5894	0.054	4549	0.9115	4549.0	288	 
1009	19009	-0.000	1009	0.9085	1009.0	289	 
10141	10271	-0.000	10141	0.9264	10141.0	290	 
9909	10141	0.000	9909	0.904	9909.0	290	 
9909	10271	0.000	9909	0.9085	9909.0	290	 
1194	3061	0.000	1194	0.9522	1194.0	292	 
2310	3061	0.000	2310	0.9906	2310.0	292	 
1846	3340	0.000	1846	0.9816	1846.0	292	 
1194	3340	0.000	1194	0.9729	1194.0	292	 
3340	4795	-0.000	3340	0.9678	3340.0	292	 
1194	4795	-0.000	1194	0.9446	1194.0	292	 
2310	3340	0.000	2310	0.981	2310.0	292	 
1846	2310	0.000	1846	0.9995	1846.0	292	 
3061	3340	-0.000	3061	0.985	3061.0	292	 
1846	4795	-0.000	1846	0.9516	1846.0	292	 
3061	4795	-0.000	3061	0.9477	3061.0	292	 
1194	2310	0.000	1194	0.9677	1194.0	292	 
1846	3061	0.000	1846	0.9919	1846.0	292	 
2310	4795	-0.000	2310	0.9521	2310.0	292	 
1194	1846	0.000	1194	0.9659	1194.0	292	 
19561	19747	0.018	19561	1.0	19561.0	293	 
18755	18772	27.995	18755	0.7647	18755.0	295	CO
18755	18758	4.979	18755	0.7421	18755.0	295	 
18758	18772	23.016	18758	0.752	18758.0	295	 
14226	18348	-0.000	14226	0.8789	14226.0	296	 
13232	13584	0.000	13232	0.8928	13232.0	296	 
13076	18403	-496.244	13076	0.7258	13076.0	296	 
13358	14226	0.000	13358	0.8874	13358.0	296	 
13076	18348	0.000	13076	0.9026	13076.0	296	 
13076	13232	-5.953	13076	0.8963	13076.0	296	 
13358	18348	0.000	13358	0.8673	13358.0	296	 
13076	13358	0.000	13076	0.9117	13076.0	296	 
13076	14226	0.000	13076	0.9251	13076.0	296	 
6289	6336	0.000	6289	0.9075	6289.0	297	 
6228	6289	0.000	6228	0.7099	6228.0	297	 
6228	6318	-0.000	6228	0.9408	6228.0	297	 
3622	4414	0.000	3622	0.8846	3622.0	298	 
4414	5323	-0.000	4414	0.8912	4414.0	298	 
3728	5323	-0.058	3728	0.91	3728.0	298	 
4167	4879	-0.000	4167	0.8692	4167.0	298	 
3121	3622	-0.000	3121	0.9007	3121.0	298	 
4414	4749	-0.000	4414	0.813	4414.0	298	 
4414	5565	-0.000	4414	0.8932	4414.0	298	 
3728	4749	-0.057	3728	0.8116	3728.0	298	 
4414	4879	-0.000	4414	0.8735	4414.0	298	 
3939	4167	0.000	3939	0.8379	3939.0	298	 
3728	4879	-0.058	3728	0.8641	3728.0	298	 
3121	4414	-0.000	3121	0.942	3121.0	298	 
3939	4414	0.000	3939	0.9157	3939.0	298	 
3939	5053	-0.000	3939	0.9238	3939.0	298	 
3622	5565	-0.000	3622	0.8837	3622.0	298	 
3121	5565	-0.000	3121	0.9012	3121.0	298	 
3368	4167	0.000	3368	0.8397	3368.0	298	 
3368	4414	0.000	3368	0.886	3368.0	298	 
3622	3728	0.057	3622	0.9156	3622.0	298	 
3121	5053	-0.000	3121	0.8975	3121.0	298	 
3939	4879	-0.000	3939	0.9091	3939.0	298	 
3622	4749	-0.000	3622	0.8428	3622.0	298	 
4879	5565	0.000	4879	0.8841	4879.0	298	 
3368	4879	-0.000	3368	0.896	3368.0	298	 
3368	3939	0.000	3368	0.9025	3368.0	298	 
3121	3939	-0.000	3121	0.8781	3121.0	298	 
3121	4749	-0.000	3121	0.7988	3121.0	298	 
3939	5323	-0.000	3939	0.9227	3939.0	298	 
3368	3622	-0.000	3368	0.8778	3368.0	298	 
4879	5323	0.000	4879	0.9187	4879.0	298	 
3728	3939	-0.057	3728	0.9156	3728.0	298	 
4749	5565	-0.000	4749	0.8562	4749.0	298	 
4414	5053	-0.000	4414	0.8858	4414.0	298	 
3121	3728	0.057	3121	0.921	3121.0	298	 
3622	3939	0.000	3622	0.9249	3622.0	298	 
4879	5053	0.000	4879	0.9215	4879.0	298	 
3728	5565	-0.058	3728	0.8849	3728.0	298	 
3368	5323	-0.000	3368	0.9121	3368.0	298	 
3622	4879	-0.000	3622	0.9052	3622.0	298	 
3121	3368	-0.000	3121	0.8781	3121.0	298	 
4749	4879	-0.000	4749	0.8784	4749.0	298	 
3368	5565	-0.000	3368	0.85	3368.0	298	 
3368	5053	-0.000	3368	0.8791	3368.0	298	 
3728	4414	-0.057	3728	0.9327	3728.0	298	 
3622	5323	-0.000	3622	0.925	3622.0	298	 
5053	5565	0.000	5053	0.8943	5053.0	298	 
4749	5323	-0.000	4749	0.8552	4749.0	298	 
4749	5053	-0.000	4749	0.8556	4749.0	298	 
3121	5323	-0.000	3121	0.8804	3121.0	298	 
3622	5053	-0.000	3622	0.9507	3622.0	298	 
3939	5565	-0.000	3939	0.8813	3939.0	298	 
5053	5323	0.000	5053	0.9344	5053.0	298	 
3368	3728	0.057	3368	0.8976	3368.0	298	 
3728	5053	-0.058	3728	0.9055	3728.0	298	 
5323	5565	0.000	5323	0.895	5323.0	298	 
5491	5587	-0.000	5491	0.7001	5491.0	299	 
5477	5587	0.000	5477	0.7506	5477.0	299	 
5292	5491	0.001	5292	0.7551	5292.0	299	 
5292	5477	0.000	5292	0.7791	5292.0	299	 
5477	5491	0.001	5477	0.8411	5477.0	299	 
5292	5587	0.000	5292	0.7947	5292.0	299	 
12399	13649	-0.000	12399	0.8339	12399.0	300	 
4854	5001	-0.000	4854	0.7943	4854.0	301	 
7286	7422	-0.067	7286	0.7883	7286.0	303	 
7150	7286	0.000	7150	0.8855	7150.0	303	 
6565	6574	-18.010	6565	0.7981	6565.0	303	H2O
6574	7286	18.010	6574	0.8038	6574.0	303	H2O
6574	7150	18.010	6574	0.79	6574.0	303	H2O
6565	7150	-0.000	6565	0.8527	6565.0	303	 
6565	7286	-0.000	6565	0.8713	6565.0	303	 
6574	7422	17.943	6574	0.7424	6574.0	303	 
6621	7422	-0.067	6621	0.7859	6621.0	303	 
1363	1411	-1.996	1363	0.8001	1363.0	304	isotope_34S:isotope_37Cl:isotope_81Br
3136	3141	1.002	3136	0.878	3136.0	304	isotope_13C
1490	4029	-23.015	1490	0.8751	1490.0	304	 
2577	2627	0.105	2577	0.9813	2577.0	304	 
1386	1970	-0.000	1386	0.9701	1386.0	304	 
4029	4509	-1.002	4029	0.8544	4029.0	304	isotope_13C
2147	2732	0.000	2147	0.9928	2147.0	304	 
4029	4153	-2.006	4029	0.8021	4029.0	304	 
1363	3141	-16.028	1363	0.8212	1363.0	304	 
1326	1386	1.001	1326	0.7921	1326.0	304	isotope_13C
2147	2616	-1.003	2147	0.8917	2147.0	304	isotope_13C
1490	3678	15.995	1490	0.8458	1490.0	304	O
1363	1490	-32.023	1363	0.8248	1363.0	304	 
3136	3678	1.002	3136	0.8963	3136.0	304	isotope_13C
2577	2732	-1.002	2577	0.9266	2577.0	304	isotope_13C
2147	2627	1.107	2147	0.8469	2147.0	304	 
2577	2616	-2.004	2577	0.8532	2577.0	304	 
1363	3678	-16.028	1363	0.8254	1363.0	304	 
1386	3141	-48.000	1386	0.8677	1386.0	304	 
4012	4153	-1.003	4012	0.8225	4012.0	304	isotope_13C
4012	4029	1.002	4012	0.8526	4012.0	304	isotope_13C
1386	3678	-48.000	1386	0.8669	1386.0	304	 
2147	2577	1.002	2147	0.9235	2147.0	304	isotope_13C
4029	4444	-2.006	4029	0.7969	4029.0	304	 
1970	3141	-48.000	1970	0.8343	1970.0	304	 
3141	3678	0.000	3141	0.9914	3141.0	304	 
1326	2147	-14.016	1326	0.826	1326.0	304	methanol (-H2O):CH2
2577	3678	-33.984	2577	0.9283	2577.0	304	 
2732	3136	-33.985	2732	0.9555	2732.0	304	 
1326	2732	-14.016	1326	0.8292	1326.0	304	methanol (-H2O):CH2
4153	4444	0.000	4153	0.9787	4153.0	304	 
2627	2732	-1.107	2627	0.8471	2627.0	304	 
2147	3136	-33.984	2147	0.9494	2147.0	304	 
4444	4509	1.003	4444	0.8363	4444.0	304	isotope_13C
4153	4509	1.003	4153	0.8323	4153.0	304	isotope_13C
2577	3141	-33.984	2577	0.9293	2577.0	304	 
2616	2627	2.109	2616	0.824	2616.0	304	 
4012	4509	0.000	4012	0.9988	4012.0	304	 
4012	4444	-1.003	4012	0.8271	4012.0	304	isotope_13C
2616	2732	1.003	2616	0.8938	2616.0	304	isotope_13C
1386	2577	-14.015	1386	0.9262	1386.0	304	methanol (-H2O):CH2
1970	2577	-14.015	1970	0.863	1970.0	304	methanol (-H2O):CH2
1970	3678	-48.000	1970	0.8332	1970.0	304	 
1490	3141	15.995	1490	0.8424	1490.0	304	O
729	730	-84.978	729	0.9099	729.0	306	 
13114	13378	0.000	13114	0.9788	13114.0	308	 
8457	10071	-172.074	8457	0.7222	8457.0	311	 
8261	8457	0.000	8261	0.8169	8261.0	311	 
8261	10071	-172.074	8261	0.7586	8261.0	311	 
16112	16748	0.000	16112	0.7873	16112.0	312	 
3300	4791	49.980	3300	0.8025	3300.0	314	 
3668	4980	-48.000	3668	0.7886	3668.0	314	 
3300	4980	15.996	3300	0.8985	3300.0	314	O
3770	5132	15.996	3770	0.8569	3770.0	314	O
4791	4980	-33.985	4791	0.8088	4791.0	314	 
4980	5259	0.000	4980	0.8908	4980.0	314	 
3300	5259	15.996	3300	0.8486	3300.0	314	O
3770	4980	15.996	3770	0.8903	3770.0	314	O
5132	5259	0.000	5132	0.8688	5132.0	314	 
3770	4791	49.981	3770	0.7939	3770.0	314	 
3300	3770	-0.000	3300	0.9449	3300.0	314	 
3300	5132	15.996	3300	0.8648	3300.0	314	O
1412	3770	-92.028	1412	0.8324	1412.0	314	 
3300	3668	63.996	3300	0.7781	3300.0	314	C4O
3770	5259	15.996	3770	0.8335	3770.0	314	O
3668	4791	-14.016	3668	0.7846	3668.0	314	methanol (-H2O):CH2
4980	5132	0.000	4980	0.9102	4980.0	314	 
1412	4980	-76.032	1412	0.8955	1412.0	314	C6H4
3668	3770	-63.996	3668	0.774	3668.0	314	C4O
1412	5132	-76.032	1412	0.8765	1412.0	314	C6H4
10376	10555	-45.058	10376	0.7885	10376.0	315	C2H7N
10377	10655	28.031	10377	0.7402	10377.0	315	C2H4
10377	10555	-0.000	10377	0.9557	10377.0	315	 
10376	10552	0.000	10376	0.9616	10376.0	315	 
10555	10655	28.031	10555	0.7474	10555.0	315	C2H4
4407	18848	-0.000	4407	0.8733	4407.0	316	 
4762	18849	0.000	4762	0.8731	4762.0	316	 
4407	4589	33.984	4407	0.7929	4407.0	316	 
18848	18849	33.984	18848	0.7641	18848.0	316	 
4589	18848	-33.984	4589	0.8121	4589.0	316	 
4746	18848	0.000	4746	0.7587	4746.0	316	 
4589	4762	-0.000	4589	0.8869	4589.0	316	 
4168	4407	0.000	4168	0.7492	4168.0	316	 
4168	4746	-0.000	4168	0.7955	4168.0	316	 
4762	18848	-33.984	4762	0.7825	4762.0	316	 
4589	18849	0.000	4589	0.8834	4589.0	316	 
4407	4746	-0.000	4407	0.7613	4407.0	316	 
5911	6076	0.000	5911	0.8302	5911.0	317	 
12811	13219	0.000	12811	0.949	12811.0	319	 
13032	13219	0.000	13032	0.9463	13032.0	319	 
12811	13032	0.000	12811	0.9915	12811.0	319	 
19163	19775	0.000	19163	0.928	19163.0	323	 
19063	19373	0.000	19063	0.9135	19063.0	323	 
19441	19734	0.000	19441	0.9167	19441.0	323	 
19517	19775	0.000	19517	0.9405	19517.0	323	 
19163	19373	0.000	19163	0.9397	19163.0	323	 
19286	19517	0.000	19286	0.9457	19286.0	323	 
19163	19674	0.000	19163	0.9367	19163.0	323	 
19517	19734	0.000	19517	0.9414	19517.0	323	 
19609	19674	0.000	19609	0.9366	19609.0	323	 
19234	19775	0.000	19234	0.9437	19234.0	323	 
19286	19674	0.000	19286	0.9332	19286.0	323	 
15	19674	0.000	15	0.9238	15.0	323	 
18887	19609	0.000	18887	0.9151	18887.0	323	 
15	19234	0.000	15	0.9295	15.0	323	 
19163	19234	0.000	19163	0.9455	19163.0	323	 
19441	19674	0.000	19441	0.9281	19441.0	323	 
19517	19674	0.000	19517	0.9519	19517.0	323	 
19286	19775	0.000	19286	0.9374	19286.0	323	 
19234	19734	0.000	19234	0.9411	19234.0	323	 
19286	19373	0.000	19286	0.9294	19286.0	323	 
19286	19609	0.000	19286	0.9317	19286.0	323	 
19609	19775	0.000	19609	0.9392	19609.0	323	 
19234	19609	0.000	19234	0.9485	19234.0	323	 
18972	19734	0.000	18972	0.922	18972.0	323	 
19163	19286	0.000	19163	0.9433	19163.0	323	 
19163	19734	0.000	19163	0.9402	19163.0	323	 
15	19775	0.000	15	0.9256	15.0	323	 
19063	19163	0.000	19063	0.9274	19063.0	323	 
18972	19163	0.000	18972	0.9263	18972.0	323	 
19441	19775	0.000	19441	0.9323	19441.0	323	 
19286	19734	0.000	19286	0.9476	19286.0	323	 
19163	19441	0.000	19163	0.9289	19163.0	323	 
18887	19234	0.000	18887	0.935	18887.0	323	 
19234	19674	0.000	19234	0.9493	19234.0	323	 
19163	19517	0.000	19163	0.9374	19163.0	323	 
19373	19734	0.000	19373	0.9216	19373.0	323	 
15	19517	0.000	15	0.9248	15.0	323	 
18887	19286	0.000	18887	0.9429	18887.0	323	 
18972	19775	0.000	18972	0.9223	18972.0	323	 
19234	19517	0.000	19234	0.9471	19234.0	323	 
18887	18972	0.000	18887	0.9094	18887.0	323	 
18972	19441	0.000	18972	0.9134	18972.0	323	 
15	19609	0.000	15	0.9397	15.0	323	 
19191	19373	0.000	19191	0.9109	19191.0	323	 
19674	19734	0.000	19674	0.9419	19674.0	323	 
19234	19441	0.000	19234	0.934	19234.0	323	 
19734	19775	0.000	19734	0.9321	19734.0	323	 
18972	19517	0.000	18972	0.9406	18972.0	323	 
19441	19609	0.000	19441	0.9182	19441.0	323	 
18972	19286	0.000	18972	0.9336	18972.0	323	 
19373	19441	0.000	19373	0.9144	19373.0	323	 
19674	19775	0.000	19674	0.9545	19674.0	323	 
19517	19609	0.000	19517	0.9264	19517.0	323	 
19373	19517	0.000	19373	0.9305	19373.0	323	 
19234	19286	0.000	19234	0.9538	19234.0	323	 
18887	19734	0.000	18887	0.9131	18887.0	323	 
19191	19674	0.000	19191	0.9271	19191.0	323	 
15773	17049	28.031	15773	0.7553	15773.0	325	C2H4
15113	15324	-0.000	15113	0.8678	15113.0	325	 
17049	17562	-44.026	17049	0.7045	17049.0	325	H2N3:C2H4O
15324	17562	14.016	15324	0.7717	15324.0	325	methanol (-H2O):CH2
11272	15271	-148.125	11272	0.7025	11272.0	326	 
10614	11272	0.000	10614	0.9881	10614.0	326	 
10678	10870	-0.000	10678	0.9096	10678.0	329	 
11386	11396	-18.010	11386	0.709	11386.0	331	H2O
11022	11396	0.000	11022	0.786	11022.0	331	 
11594	11782	0.000	11594	0.7007	11594.0	333	 
15710	15922	89.011	15710	0.8274	15710.0	335	 
16373	16700	73.016	16373	0.8462	16373.0	335	HN40:C2H3NO2
16954	17131	0.000	16954	0.8269	16954.0	335	 
15722	16127	55.007	15722	0.7837	15722.0	335	C2HNO
16125	16249	0.000	16125	0.7735	16125.0	335	 
16983	17176	-55.009	16983	0.7871	16983.0	335	C2HNO
15922	16437	-0.000	15922	0.8086	15922.0	335	 
15779	15922	-0.000	15779	0.8779	15779.0	335	 
