row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,4_Sel_WT4_ex10.mzML Peak area,1_Sel_WT1_ex10.mzML Peak area,2_Sel_WT2_ex10.mzML Peak area,3_Sel_WT3_ex10.mzML Peak area,6_Sel_delta1_ex10.mzML Peak area,7_Sel_delta2_ex10.mzML Peak area,8_Sel_delta3_ex10.mzML Peak area,11_Sel_WT1_stat10.mzML Peak area,12_Sel_WT2_stat10.mzML Peak area,5_Sel_WT5_ex10.mzML Peak area,10_Sel_delta5_ex10.mzML Peak area,14_Sel_WT4_stat10.mzML Peak area,9_Sel_delta4_ex10.mzML Peak area,13_Sel_WT3_stat10.mzML Peak area,Medium_Blank10.mzML Peak area,16_Sel_delta1_stat10.mzML Peak area,15_Sel_WT5_stat10.mzML Peak area,18_Sel_delta3_stat10.mzML Peak area,19_Sel_delta4_stat10.mzML Peak area,20_Sel_delta5_stat10.mzML Peak area,17_Sel_delta2_stat10.mzML Peak area,Unnamed: 34
17903,518.5143854,12.892608,,,,,,,,,,,0,0,0,0,0,0,0,0,0,48934.754,0,0,0,0,0,0,0,0,0,0,0,
18074,518.5144161,13.154229,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26952.139,0,0,0,0,0,0,0,0,0,0,0,
5056,518.7751357,2.40991,,,,,,,,,,,0,48458.164,14292.017,38797.516,0,4804.52,0,0,0,10239.843,0,0,1185.798,0,0,0,0,0,0,0,0,
14286,519.1391178,10.137161,,,,2,103,[M-H2O+H]+,,2,14286;14283,536.1422,26427.22,49178.477,43302.156,39982.66,21505.955,30520.836,39497.074,34360.832,43479.34,335494.72,38043.617,45887.055,43287.613,46497.887,69745.734,52151.656,29319.168,47667.34,36797.945,68900.67,27272.484,
14547,519.1390649,10.230504,,,,13,104,[M-H2O+H]+,,2,14547;14558,536.1421,57350.55,87559.98,82296.125,86055.73,51293.02,56549.145,52891.082,39250.035,37229.086,858161.56,51244.55,45686.973,47599.637,39449.53,90912.11,36884.957,51643.312,30253.469,27942.635,20982.053,26636.094,
3293,519.229317,1.3875386,,,,,,,,,,,45992.957,76533.37,153470.47,261992.28,51828.28,48001.52,9031.66,148588.1,100166.336,126804.69,62164.59,310638.5,125340.41,110956.15,0,128693.41,56689.94,77246.38,40643.73,68387.93,73558.6,
4569,519.2289978,1.9260025,,,,,,,,,,,49569.797,36960.45,28516.996,69633.27,9081.744,15509.597,19036.05,394.42676,3755.3213,42926.85,8219.958,9296.594,19384.285,21407.947,0,1079.7085,2824.295,4398.0723,1087.9144,10134.262,0,
4727,519.2294335,2.0043411,,,,,,,,,,,37853.656,28982.26,60683.145,77486.17,63095.656,34257.414,42657.12,15045.273,33937.008,27638.77,17259.951,14903.956,38637.66,25830.264,0,8077.494,2824.295,697.60016,1087.9144,3372.6704,0,
12861,519.3526834,9.48559,,,,112,,,,,,,4987.4365,619.0677,1658.0205,852.74854,0,0,0,30046.861,21128.541,0,0,74191.984,0,42133.246,0,31751.248,53948.54,41850.805,42642.957,9899.015,51076.992,
12495,519.3529242,9.343627,,,,10,83,[M+H]+,,3,12495;12521;12323,518.3456,1801.6383,616.4195,947.6631,2276.035,0,0,0,13221.875,19336.494,0,0,30388.922,0,13326.43,0,23588.855,31018.676,55391.797,75093.27,31021.734,40083.53,
15026,519.3662086,10.473812,,,,,,,,,,,0,0,0,0,0,0,0,0,0,39304.645,0,0,0,0,0,0,0,0,0,0,0,
4799,519.7756352,2.103942,,,,,,,,,,,26016.016,4695.862,10649.493,5511.2,7187.368,0,966.23444,0,0,14335.919,0,0,482.57187,0,0,0,0,0,0,0,0,
815,520.2360545,0.36188054,,,,33,,,,,,,5179.02,5871.8696,3093.2446,3118.3857,0,0,0,138758.94,153643.23,1075.8236,0,96802.57,0,109108.75,0,0,96679.09,3037.1777,0,2743.5461,0,
1483,520.2367522,0.5066782,,,,,,,,,,,74218.84,91706.29,11084.055,4280.467,0,0,0,468499.38,305209.6,1993.5659,0,113118.71,0,415721.28,0,1662.4254,475040.6,2420.379,2121.964,2800.962,934.2626,
5125,520.3335548,2.5082288,,,,,,,,,,,23176.672,18379.988,37078.08,45364.766,11571.041,6003.2607,5181.9893,10534.934,13813.686,315991.6,5498.097,11325.42,13110.395,9162.889,28951.531,10858.898,17673.094,8494.881,7588.8745,6391.511,17436.965,
14727,520.3549194,10.216121,,,,,,,,,,,127915.805,69191.92,70369.47,90969.945,64603.957,108382.336,121930.22,137590.86,89531.14,47900.863,215453.44,135369.44,141862.64,87771.47,40880,132606.55,223747.47,28074.39,16182.98,22519.88,78531.74,
14824,520.3549914,10.316246,,,,,,,,,,,20956.48,13480.143,35004.8,40171.49,26005.695,19374.973,14616.241,30706.195,20396.922,11745.871,66393.81,17383.469,68776.31,17717.906,2993.3096,53380.34,21055.38,47847.297,12294.925,10760.712,14832.348,
14018,520.3551046,9.997955,,,,,,,,,,,76717.16,133277.55,209542.14,243633.69,70325.11,114758.87,66811.08,132315.44,63343.316,18644,79182.92,122737.7,61877.535,194874.89,123463.28,80184.8,102848.68,78478.055,54352.63,15961.451,32491.553,
13755,520.3551022,9.934798,,,,,,,,,,,52330.64,72270.93,75709.95,118333.32,87552.28,62351.98,149202.86,52131.508,77972.555,4374.959,124560.83,148444.11,120468.15,139781.28,41674.793,101312.42,152314.45,170300.25,162700.3,133294.27,83617.36,
3959,520.7783536,1.6381495,,,,,,,,,,,20461.482,6556.911,44614.75,23960.71,46556.816,19800.69,20242.63,0,0,84121.55,0,0,5193.2236,0,0,0,0,0,0,0,0,
6159,520.7993908,3.6808872,,,,,,,,,,,0,2442.288,363.32382,1158.9149,0,2251.724,0,2080.168,5075.293,1864.1167,0,7013.7534,254.35461,5018.104,0,9447.168,3389.6614,6439.157,3243.4946,29092.545,8380.274,
4756,520.8101592,2.0937548,,,,,,,,,,,0,2289.819,0,9547.032,0,2633.268,3901.5503,0,639.67236,0,0,1884.7638,5455.7554,0,0,0,0,7439.446,0,31384.238,0,
4843,520.8108347,2.1096857,,,,,,,,,,,0,14930.83,796.28186,14427.787,0,7693.465,9980.918,0,639.67236,1119.9985,0,1884.7638,5455.7554,0,0,0,0,6831.654,0,10440.63,0,
3980,521.0297252,1.6534387,,,,,,,,,,,25849.967,6535.202,39239.65,21419.824,52587.508,27628.404,6147.576,1161.8099,0,87466.88,0,0,11707.897,0,0,0,0,0,977.28467,0,0,
13176,521.1180706,9.648913,,,,,,,,,,,838.3977,4493.5137,2262.0586,1445.5952,787.0136,548.58136,1066.7219,939.50116,1109.3837,498133.25,0,4653.587,2268.685,714.9382,7878.1274,3463.0928,5333.386,1107.6417,3499.0654,1549.6414,1098.7628,
5109,521.2280255,2.5237398,,,,,,,,,,,17164.732,113504.13,82605.19,114884.875,47332.06,21683.818,25015.768,0,0,35470.12,11093.767,0,28885.324,0,0,0,0,0,0,0,0,
5230,521.2291375,2.5964847,,,,,,,,,,,65400.83,69599.734,131669.4,185946.19,89889.18,69029.055,68605.74,0,0,126463.1,29314.816,0,65635.62,0,0,0,0,0,0,0,0,
4995,521.265187,2.407804,,,,,,,,,,,17610.344,9261.279,44284.688,57218.043,17470.348,14451.78,28364.46,0,0,19145.342,1787.471,0,23588.945,0,0,0,0,0,0,0,0,
2865,521.2818056,0.96210253,,,,18,,,,,,,5108228.5,8597597,10906212,14829807,6286527.5,6585199.5,4232022,867458.8,8294751.5,8146104.5,804230.9,6595981.5,5774234.5,7936203,0,4103780.8,1768118.9,584200.8,1092737.4,2405519,255411.94,
2506,521.2817975,0.9451622,,,,18,,,,,,,3137617,5541766.5,7640838.5,5594166,4333230.5,2612098,2947951.8,4908734,5039633,4039016,1023302.5,813624,229124.78,5224681.5,0,1240501.1,1483488,1094077.9,814200.25,8650641,64719.17,
2163,521.2818135,0.87172574,,,,,,,,,,,206519.69,625246,1018411.5,688381.4,621329,149035.3,418399.56,968062.6,1123574.4,545.8291,248419.97,965126.7,486628.78,489475.78,0,917414.5,326395.2,1536000.8,220938.31,722276.8,7960.7607,
12501,521.2978095,9.31762,,,,,,,,,,,17021.178,0,852.7279,1758.1592,0,3634.563,0,0,0,0,0,960.71576,0,0,0,1245.1847,3681.711,0,0,0,0,
16047,521.4563576,11.1351385,,,,76,,,,,,,28263.373,83090.02,50201.984,51751.926,1952.5049,76878.9,15411.63,2400.185,22471.47,6752.3516,3535.2427,5755.129,25622.703,4620.127,0,4156.0674,2481.2766,1472.5269,2218.0425,2201.4617,15603.52,
15857,521.4563442,11.040673,,,,76,,,,,,,17240.44,19741.252,24339.998,21888.9,1952.5049,48874.754,38958.74,15687.576,20353.436,19065.814,6655.71,19521.332,33720.754,8660.531,0,4884.5083,11997.752,2016.215,22505.44,28408.379,22087.014,
12692,521.456433,9.44945,,,,,,,,,,,0,691.285,0,0,22239.828,33901.5,22352.242,27302.654,8065.153,1291.8282,9537.956,2336.3123,21121.623,7132.4805,39776.76,39089.152,7577.005,71997.56,33065.543,35778.832,23446.723,
13691,521.456408,9.917536,,,,,,,,,,,0,672.5154,0,0,72086.62,19898.42,90391.25,66912.04,19376.174,3407.9175,40512.44,21044.457,25405.576,10793.942,46565.887,83343.375,23017.29,39520.184,255221.73,82928.76,120737.664,
18438,521.4564533,13.564215,,,,1,,,,,,,8002.152,2633.5376,2270.344,0,17586.55,27827.559,23736.639,17976.889,11138.116,13826.712,22043.396,14701.828,13263.416,8158.961,12012.738,24876.875,21207.328,29983.145,25902.822,25877.725,28493.395,
13944,521.4564853,10.012611,,,,,,,,,,,0,2060.2334,0,0,247267.67,236920.23,82806.2,28017.145,39096.25,3407.9175,52965.57,29736.55,231461.28,10793.942,56817.848,122110.18,73243.62,323730.2,45898.184,52191.78,118328.914,
14213,521.4566897,10.10854,,,,,,,,,,,0,2259.5156,0,0,69714.41,86000.31,339869.62,48044.76,13181.779,16022.862,32397.88,28775.906,61427.84,7767.2305,132400.78,255860.53,218474.47,31585.348,139739.81,22736.8,428435.97,
13416,521.4565083,9.806232,,,,,,,,,,,0,2309.7463,0,0,50353.832,69599.29,90252.164,132676.72,98503.62,0,135086.45,9096.018,14968.659,13613.143,28947.605,172856.52,38077.598,27321.502,19984.572,205512.23,109093.305,
13165,521.4566469,9.6882515,,,,,,,,,,,0,1377.092,0,0,62721.23,8734.529,56917.46,25040.205,31434.748,2032.7153,39153.344,6847.0615,37458.336,10317.059,141704.86,74022.63,49401.977,91342.875,88681.086,14903.139,95735.99,
4900,521.7862538,2.190506,,,,,,,,,,,6447.537,70028.08,9778.242,45748.6,1757.7046,24330.297,9825.937,0,0,36535.05,0,2144.4275,17413.09,2310.407,0,11328.134,3691.1729,1242.0573,1126.9838,3894.973,1354.5947,
3173,522.2850678,1.1292564,,,,,,,,,,,47261.45,14261.669,86584.92,84902.18,71347.195,73822.58,86882.25,7979.25,13635.452,315903.75,10031.997,34906.4,45200.31,8871.379,0,1730.4827,8207.196,9987.402,16966.373,47424.496,659.5735,
11995,522.3633672,9.114526,,,,,,,,,,,3614.9336,408.12787,2683.52,1424.4814,0,224.27045,0,8444.757,7750.0806,2035.6058,0,13444.086,0,4488.3037,0,9851.385,14632.513,14064.322,33496.44,12129.3125,21906.94,
15616,522.4725995,10.861134,,,,,,,,,,,0,0,0,0,0,0,0,0,0,34803.406,0,0,0,0,0,0,0,0,0,0,0,
11813,523.0975278,8.987493,,,,,,,,,,,0,0,0,0,0,0,0,0,0,43434.52,0,0,0,0,0,0,0,0,0,0,0,
1198,523.2239392,0.38904178,,,,,,,,,,,11999.898,26732.918,48062.047,57749.56,42131.016,23085.969,33691.945,49689.785,92132.95,50106.316,17056.826,35671.277,30135.123,102957.15,0,60838.15,61135.684,92312.74,81275.2,85939.98,7590.75,
5396,523.2392969,2.7749302,,,,,,,,,,,25941.184,136545.02,161973.39,188851.1,68021.99,29551.35,15170.232,442.1178,8098.2856,110347.91,587.6278,1913.7455,14477.356,4660.149,0,3183.6494,385.6162,1856.2982,0,4430.4375,0,
5344,523.2402611,2.7347496,,,,,,,,,,,12928.274,29327.143,33268.074,25757,32119.299,7969.0176,15274.16,4272.958,13518.024,17759.502,6543.9346,12613.749,12674.633,3316.753,0,6966.16,2023.2643,8096.9155,604.75964,19722.783,0,
1360,523.2615139,0.47723523,,,,,,,,,,,0,3503.6743,9115.57,4852.144,167585.88,12995.297,77564.05,18245.404,180345.81,20610.736,10165.258,19857.17,13372.405,350547.6,0,528962.94,43417.938,43819.81,237776.1,475387.1,14710.972,
15027,523.3373401,10.473812,,,,,,,,,,,0,0,0,0,0,0,0,0,0,43532.336,0,0,0,0,0,0,0,0,0,0,0,
14659,523.3612424,10.269442,,,,,,,,,,,2417.5378,1216.8287,2566.9453,2001.9138,966.7456,914.9768,0,0,1029.9164,137370.45,0,1033.6198,0,0,0,0,0,0,0,0,0,
12817,524.3789873,9.437524,,,,,,,,,,,15891.151,744.5553,625.8812,3675.7944,0,711.27124,0,733.7039,0,0,0,2558.9377,0,975.71716,0,1106.1069,2999.7847,9847.385,11312.612,2761.1956,2663.4617,
12250,524.3789523,9.231535,,,,,,,,,,,21583.867,3721.6143,724.81775,4687.081,0,3086.5588,995.5743,0,0,0,0,1310.9335,506.164,520.38446,0,656.56415,0,8632.873,6046.334,3799.0293,776.65875,
14837,524.4527801,10.357585,,,,,,,,,,,28600.453,8113.142,29048.66,19258.812,12624.531,6519.06,16262.717,6288.0005,5511.554,181127.83,8987.784,5678.229,9025.796,1826.626,38089.08,7992.944,13413.758,4180.3833,1418.7139,4616.8286,2683.4094,
6071,524.6285302,3.4576626,,,,,,,,,,,0,30399.627,66650.98,120713.9,92778.125,39988.625,87934.625,0,0,25193.19,19319.12,0,18819.01,0,0,0,434.11407,0,0,0,0,
5985,524.628754,3.364083,,,,118,,,,,,,0,57328.09,81512.11,131697.22,59501.516,52898.875,82008.94,0,0,53857.543,29440.586,231.54639,84131.125,0,0,653.3684,1206.7856,0,923.8916,1113.0237,0,
1320,525.2225666,0.480625,,,,107,,,,,,,939311.1,1264379.6,1464810.5,2107169.8,1468113.8,987927.56,1009410.9,85950.34,628007.75,1848745.5,452037.66,830240.7,428276.88,787542.9,0,74476.234,213025.28,172467.6,122960.3,270104.47,58170.418,
4907,525.2963266,2.2406304,,,,,,,,,,,1090.3593,0,12127.298,12183.317,31737.406,3825.7168,6070.4404,0,0,16199.279,0,0,4109.404,0,0,0,0,0,0,0,0,
5013,525.7832677,2.381781,,,,,,,,,,,29001.955,68218.7,71243.3,36074.39,19395.48,13910.851,17010.838,0,0,64333.39,0,0,6517.086,0,0,0,0,0,0,0,696.5175,
4364,526.2616043,1.8448569,,,,,,,,,,,224969.1,0,4384.077,2018.7278,32461.648,0,822.56134,1136.199,1200.7684,25150.617,0,0,0,719.9297,0,751.21564,426.87976,814.31116,5079.2656,0,0,
14851,526.4312244,10.352582,,,,,,,,,,,103925.88,47318.75,97638.5,65160.26,39692.715,92203.55,51306.477,138073.97,78993.91,70931.56,118660.36,61613.777,122088.836,265514.34,113153.805,435265.1,43311.33,119286.234,47829.273,79204.61,70121.484,
17884,526.4315083,12.836385,,,,76,,,,,,,9491.799,10758.694,12075.932,10498.194,11484.005,55526.69,25263.205,75662.69,37914.758,27839.234,23850.352,36500.516,45741.938,67689.74,23131.2,26405.633,22464.207,35674.117,36942.367,28683.266,36931.566,
14592,526.4313852,10.236971,,,,,,,,,,,100620.05,166530.9,230603.69,265309.3,52291.89,172605.86,146833.45,118759.14,129133.65,108669.805,148213.55,227964.55,231304.56,105537.28,153640.48,72553.89,288162.97,157470.95,208054.4,101083.53,247593.25,
13491,526.4313494,9.79585,,,,61,,,,,,,806741.94,971887.56,960037.75,953961.56,691330.44,687024.1,672907.44,625695,722266.06,5979585,701107.2,761995.5,715827,669202,1074448.1,544231.06,678627.25,407304.2,399719.3,296885.12,533695.6,
15436,526.4314123,10.74883,,,,76,,,,,,,40268.242,10068.37,33186.656,36250.203,14749.408,83093.164,59171.293,27473.707,36036.414,26605.861,59607.426,94075.28,52753.8,42185.93,42523.91,63262.273,31789.84,44271.63,51043.418,52572.527,69178.414,
13191,526.4314109,9.69383,,,,51,,,,,,,207424.02,353615.25,351715.3,357378.88,251187.2,244627.33,281116.1,298979.72,311565.7,3263794.8,331940.66,223804.4,277668.88,350765.7,409045.62,240065.84,257851.16,508521.94,585629.2,556898.1,488591.8,
18159,526.431476,13.243087,,,,76,,,,,,,14222.985,12092.178,8434.922,17943.793,3021.8428,35203.758,55338.23,20580.904,27562.277,13840.364,29779.578,70650.21,57282.594,47452.43,61847.496,39587.46,39336.64,44425.18,38043.227,50484.83,69016.06,
15230,526.4314895,10.640023,,,,76,,,,,,,15388.693,43765.5,36639.895,49245.32,45307.26,84079.76,42842.03,38057.223,30930.064,26605.861,53102.176,78646.695,28746.771,62463.64,54398.05,27706.215,39599.215,36050.28,28657.19,46660.086,98314.21,
18048,526.4315336,13.122425,,,,76,,,,,,,1871.6904,5730.089,14228.554,18220.643,3021.8428,34869.758,26597.834,23247.338,20882.535,4939.1587,29457.756,57607.15,67163.6,56439.652,61071.85,20561.508,23498.195,65965.33,56029.297,52328.168,47947.746,
17440,526.4314847,12.403503,,,,76,,,,,,,17989.92,13204.275,9668.9795,24181.615,10783.834,43350.64,45810.445,22727.016,46486.69,31055.607,29665.168,59591.484,33182.258,49935.688,41837.535,32714.152,25429.297,25700.637,53665.207,41086.12,59116.5,
15662,526.4314708,10.936358,,,,76,,,,,,,32695.527,34708.45,22101.83,16147.466,33625.82,48711.355,63692.523,48543.85,62342.613,24051.033,34802.1,42946.91,51310.215,50262.25,27829.582,40561.934,39934.54,56537.305,61532.004,64921.18,61968.926,
15125,526.4313842,10.527836,,,,76,,,,,,,56787.75,23001.025,89356.4,65407.39,33387.97,41518.17,30221.59,23879.742,62388.31,23129.908,44204.465,71192.25,60045.26,57962.754,33007.44,35573.473,94055.91,28924.744,83812.7,55425.395,119989.79,
17177,526.4314612,12.192916,,,,76,,,,,,,35868.9,6885.249,8892.725,36421.395,10552.322,51389.723,56168.01,32496.455,27349.52,13428.638,25838,43229.07,37607.117,45785.87,52726.445,43608.86,58173.094,32063.998,23600.086,41371.85,39047.38,
17667,526.4314979,12.538979,,,,76,,,,,,,37256.016,25519.88,10410.97,18219.256,10453.052,23977.9,66328.93,25233.076,62176.223,15642.734,23290.67,40815.41,83251.25,45762.613,29755.766,43563.23,85742.625,73413.34,34705.613,32283.912,30699.54,
16357,526.4314532,11.435623,,,,76,,,,,,,13171.45,14974.326,19606.934,8341.553,12167.892,47556.273,41919.83,21273.205,40227.656,7952.584,53759.047,26057.062,45630.49,43695.695,50232.688,91660.57,40735.05,48696.133,47915.79,52865.926,23505.389,
16909,526.4314622,11.961646,,,,76,,,,,,,32866.09,6828.7974,10849.812,5275.374,6555.698,18582.545,12040.281,45585.52,23580.777,23811.557,37374.367,30792.268,36835.805,38687.434,33635.64,60304.03,30328.463,43710.98,45805.3,53853.574,44949.64,
14314,526.4313933,10.128734,,,,,,,,,,,66198.734,23554.934,101685.82,143770.55,53123.61,85256.57,78875.71,66342.1,44613.43,22250.564,144726.62,60188.36,58291.19,63899.19,14787.479,73424.06,64724.414,167523.31,113185.164,92590.73,86917.41,
16160,526.4314855,11.293562,,,,76,,,,,,,18400.322,7033.5186,26245.004,43630.47,21666.145,28658.516,80866.08,18755.248,30348.69,47316.9,33701.883,30679.04,53529.055,25583.053,20203.344,54307.203,79977.92,19324.234,54389.25,44938.023,24281.158,
16565,526.4314747,11.679345,,,,76,,,,,,,22892.158,6273.2256,6583.284,2862.8452,15239.077,39718.613,50093.375,27375.883,49624.582,13502.637,44047.61,53900.45,49265.7,54374.836,18042.975,74383.805,30237.746,66926.84,23208.996,46009.504,37508.367,
18344,526.4315254,13.486956,,,,23,,,,,,,15026.73,4700.423,7104.013,18053.123,18971.572,34750.95,24986.158,69564.23,26967.889,26841.242,32594.621,63461.133,42608.53,60846.562,31452.795,62982.496,45303.855,92755.09,28061.451,28572.098,61238.62,
16737,526.4314744,11.784414,,,,76,,,,,,,6412.2837,28922.805,6583.284,5275.374,7699.936,48559.71,53107,17368.604,46835.13,5113.429,33627.434,35997.773,42980.918,41812.977,67751.85,25697.799,35326.19,45936.508,30500.414,30085.264,53110.79,
13776,526.4313281,9.854658,,,,61,,,,,,,338108.97,111188.93,166531.47,352207.8,376468.4,407526.9,408465.1,394400.25,409129.03,2815844,437487.66,395471.16,204258.44,403424.2,365285.44,443121.25,396566.28,555302.25,519519.34,481127.44,437177.94,
16461,526.4314815,11.572043,,,,76,,,,,,,9955.797,6273.2256,14752.616,16258.269,11684.864,53613.8,58893.766,63210.047,39503.945,21298.172,54695.227,30600.432,68739.47,22735.504,26563.43,56481.742,47493.22,31350.146,105258.7,43349.066,53056.59,
17366,526.4315141,12.285995,,,,76,,,,,,,18453.117,19379.742,9668.9795,18117.627,10783.834,25073.695,22422.441,24721.223,70827.2,15153.312,39287.58,89797.04,63798.46,62390.266,51015.207,39088.453,62823.297,42030.594,31938.355,23375.736,55742.45,
17102,526.4315171,12.080214,,,,76,,,,,,,26644.098,36445.355,30163.117,8431.475,6555.698,57911.64,70486.58,30640.691,59104.418,21102.617,76814.36,45841.203,61782.93,83244.44,48913.07,64905.42,32581.156,43104.44,88091.55,36687.72,48993.258,
15965,526.4315387,11.12218,,,,76,,,,,,,31032.031,21533.143,13829.211,28350.379,24399.787,48358.32,48668.574,90319,21398.445,44730.51,42385.39,36749.53,57783.074,47666.242,28315.855,66673.914,87187.97,44676.57,53914.89,44538.2,46219.734,
17975,526.4315121,12.973455,,,,76,,,,,,,6095.3115,11785.96,24124.383,15456.203,17395.748,21039.773,39022.996,8530.186,50715.582,5358.162,36351.492,26551.492,80836.76,48460.305,74551.74,46707.125,55001.332,41378.484,40090.75,46769.883,63702.273,
17741,526.4314625,12.710177,,,,76,,,,,,,4398.0273,21843.395,16431.531,7291.963,22042.791,24979.068,9741.367,21528.088,37280.883,7325.4414,40133.074,65596.36,60344.375,13951.804,47148.062,44392.156,72912.19,35376.652,25366.428,32342.477,62629.92,
5892,526.7934397,3.292497,,,,,,,,,,,29789.37,32947.973,49161.01,91532.06,15729.039,20910.057,24775.607,0,0,25430.594,7700.957,0,21097.05,0,0,0,0,0,0,0,0,
4919,526.9222436,2.2739058,,,,,,,,,,,0,0,0,883.47253,0,0,0,34496.266,25088.812,0,0,41880.027,0,58955.297,0,8107.279,41339.52,19334.832,3577.382,29463.63,1112.3984,
11020,527.2355874,8.301522,,,,,,,,,,,390.06543,0,283.07257,0,0,0,0,464.53766,660.37537,0,0,304.25336,0,0,0,381.65594,293.76062,758.87244,27936.521,1490.5326,3615.7585,
4949,527.2542901,2.3049986,,,,,,,,,,,0,0,682.55475,994.3784,0,0,0,91900.56,59484.668,1006.76575,0,43056.26,0,69068.47,0,8313.686,15392.231,14084.059,1377.6858,22195.799,1362.5615,
9318,527.2838273,6.887682,,,,,,,,,,,0,0,0,0,0,0,0,3649.4248,41384.86,0,0,1459.2722,0,393.5559,0,3492.4778,60842.336,0,3845.4565,438.06607,3930.8333,
9191,527.2835092,6.7650185,,,,,,,,,,,0,0,0,0,0,0,0,35995.04,45015.76,0,0,3657.5488,0,665.839,0,33629.86,47330.01,334.75452,58668.074,7177.4087,65810.39,
11992,527.3194056,9.100176,,,,,,,,,,,5664.663,0,3002.9038,1628.0659,1229.3876,1174.8677,1258.3346,8067.408,7269.8706,0,0,26688.006,328.92535,7025.322,0,10441.024,18771.928,10018.897,24971.102,11704.658,15646.537,
4090,527.7625649,1.7139101,,,,,,,,,,,5058.8794,973.04565,2151.2122,2423.9775,24940.777,845.746,7352.453,0,0,8621.546,625.27454,0,1112.7468,0,0,652.7837,0,0,643.09216,0,0,
5756,528.2757226,3.081434,,,,,,,,,,,0,34441.258,40910.574,12360.9795,4829.032,3957.7227,10834.386,0,0,18383.205,4059.3706,0,8572.359,0,0,0,0,0,0,0,0,
7014,528.3650108,4.835295,,,,,,,,,,,1735.2902,22674.271,17979.004,85205.91,7115.517,1734.6235,4338.4185,2815.009,0,18225.627,242.014,0,4154.172,0,0,0,605.66125,0,0,2554.2441,0,
9914,528.4105163,7.1729536,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20612.375,0,0,0,0,0,0,0,0,0,0,0,
9369,528.4106732,6.861161,,,,,,,,,,,0,0,0,0,0,0,0,0,0,18357.188,0,0,0,0,0,0,0,0,0,0,0,
11554,528.4113457,8.802923,,,,,,,,,,,0,0,0,0,0,0,0,0,0,100056.664,0,0,0,0,0,0,0,355.1754,0,0,0,
11850,528.4109918,8.965866,,,,,,,,,,,0,0,809.453,0,0,0,0,0,0,157649.44,0,0,0,0,0,0,0,0,0,0,0,
7778,529.2629202,5.4979925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,30887.38,0,0,0,0,0,0,0,0,0,0,0,
11364,529.2775959,8.672898,,,,57,,,,,,,13930.011,438.9598,11663.836,5870.4995,2756.434,14189.542,6685.6094,17139.32,18258.01,860.77026,0,20803.64,3897.9707,10577.326,0,22975.023,19165.258,24676.791,52470.05,29054.477,34751.617,
11506,529.2776411,8.80583,,,,21,73,[M+K]+,,5,11500;11502;11508;11505;11506,490.3143,102466.5,28171.285,110530.53,84694.91,104887.41,122060.89,87470.47,146316.7,150948.14,58729.113,24983.076,177538.22,77711.17,120837.234,0,174615.6,152392.61,194715.66,342180.25,182903.47,218101.98,
11704,529.2782503,8.943108,,,,31,,,,,,,98124.414,91606.914,159909.05,82163.77,145728.67,178268.92,117976.02,127471.86,184627.38,122937.234,8081.219,295898.5,99847.695,202735.27,0,316058.6,265683.66,69519.81,193029.6,10777.494,171248.48,
9152,529.2986303,6.6882734,,,,,,,,,,,0,0,0,0,0,0,0,17234.453,44584.2,0,0,2200.5452,0,378.49878,0,32477.777,88136.98,0,2051.855,1003.4267,65922.08,
9848,529.2988092,7.190097,,,,,,,,,,,0,0,0,0,0,0,0,4452.5166,23281.596,0,0,5494.7544,0,2085.5037,0,7511.265,3012.1418,6010.143,28427.025,34889.676,10935.357,
9994,529.2988004,7.2514625,,,,,,,,,,,0,0,0,0,0,0,0,40096.402,76021.766,0,0,62554.566,0,19162.645,0,44315.598,24959.607,33967.477,69795.766,78893.34,42311.125,
10155,529.2987596,7.355076,,,,,,,,,,,0,0,0,0,0,0,0,6489.412,13944.355,0,0,2281.7048,0,5508.14,0,19105.89,6222.934,8159.405,26588.037,6870.456,9838.602,
10283,529.2989108,7.464653,,,,,,,,,,,0,0,0,0,0,0,0,6480.8896,32581.465,0,0,31555.783,0,5508.14,0,36557.492,6222.934,1311.894,22460.844,4173.189,19583.139,
8907,529.299096,6.5190783,,,,,,,,,,,0,0,0,0,0,0,0,27349.572,32644.754,0,0,7106.4355,0,1644.0824,0,26894.797,59871.473,5088.43,62307.082,28317.42,84387.2,
14867,529.408766,10.373441,,,,,,,,,,,0,0,0,0,0,0,0,0,0,45465.945,0,0,0,0,0,0,0,0,0,0,0,
5970,530.7897971,3.3201897,,,,84,,,,,,,81555.62,94626.125,239810.11,102520.375,39161.844,30039.852,35750.266,1717.9629,232.06525,51989.926,3027.727,286.53476,27290.506,277.74152,0,22466.467,76140.66,0,14932.866,366.17715,26277.69,
5812,530.7900453,3.2520106,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1381.7087,172.62308,0,0,0,2990.3325,2104.0916,0,6782.1006,0,49531.977,
1450,531.1987,0.4752895,,,,,,,,,,,15013.258,18187.068,4597.78,17699.588,7036.626,3713.045,8134.226,7493.916,28840.89,3543.4321,5887.4062,7867.226,21688.28,2564.0037,0,0,17514.21,298134.38,5543.6753,4915.3975,220333.84,
